"Numero_expedient","Es_classificacio_ML","Es_mon_treball","Descripcio_Motiu_desplacament_conductor","Descripcio_sexe","Edat","Edat_CODIF","Descripció_tipus_persona","Desc_Tipus_vehicle_implicat","Tipus_vehicle_estandaritzat","Descripcio_victimitzacio","Victimitzacio_est","Victimitzacio_est_","NK_Any","Mes_any","Nom_mes","Estacio_any","Dia_mes","Descripcio_dia_setmana","Hora_dia","Descripcio_torn","Es_laborable","Es_ocupacional","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal.","Numero_victimes","Victimes_CODIF","Numero_morts","Morts_CODIF","Numero_lesionats_greus","Greus_CODIF","Numero_lesionats_lleus","Lleus_CODIF","Numero_vehicles_implicats","Vehicles_CODIF","Vehicles d'Ús Professional implicats","VUP_CODIF","Vehicles motoritzats de 2 rodes implicats","VM2R_CODIF","Vehicles motoritzats de quatre rodes implicats","VM4R_CODIF","Vehicles sense permís de conducció implicats","V_no_permis_CODIF","Descripcio_causa_mediata","Antiguitat_carnet_min","Interve_conductor_novell","Descripcio_Lloc_atropellament_vianant","Es_atropellament","Longitud_WGS84","Latitud_WGS84"
"2023S004095    ","No","No","Oci i entreteniment","Dona",20,"Conductors fins 29 anys edat","Conductor","Veh. mobilitat personal amb motor","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",6,"Dijous",22,"Nit","Si","No",8,"Nou Barris",50,"les Roquetes",701267,"Favència / Júlia                                  ","001480000",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","Desobeir semafor",2,"Si","Desconegut                                                                                                                                            ","No",2.179591668,41.446070853
"2023S004098    ","No","Si","In itínere","Home",29,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",6,"Dijous",23,"Nit","Si","No",10,"Sant Marti",72,"Sant Martí de Provençals",30409,"Bac de Roda / Guipúscoa                           ","0192B0192B",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",1,"Si",0,"No","Desobeir semafor",10,"No","Desconegut                                                                                                                                            ","No",2.194696433,41.414527519
"2023S004099    ","No","Si","In itínere","Home",58,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit greu: hospitalització superior a 24h","Ferit greu","Hospitalitzacio superior a 24h",2023,7,"Juliol","Estiu",6,"Dijous",23,"Nit","Si","No",10,"Sant Marti",71,"Provençals del Poblenou",115603,"Diagonal / Espronceda                             ","0151X0151X",2,"Si",0,"No",2,"Si",0,"No",2,"Si",0,"No",0,"No",2,"Si",0,"No","Desobeir semafor",16,"No","Desconegut                                                                                                                                            ","No",2.202378942,41.407025865
"2023S004101    ","Si","Si","Es desconeix","Home",36,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",7,"Matí","Si","Si",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal                                          ","0639 0639",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",13,"No","Desconegut                                                                                                                                            ","No",2.121570277,41.386510186
"2023S004101    ","Si","Si","Es desconeix","Home",47,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",7,"Divendres",7,"Matí","Si","Si",4,"Les Corts",20,"la Maternitat i Sant Ramon",144601,"Diagonal                                          ","0639 0639",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",13,"No","Desconegut                                                                                                                                            ","No",2.121570277,41.386510186
"2023S004102    ","Si","Si","Es desconeix","Home",45,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",6,"Dijous",15,"Tarda","Si","Si",10,"Sant Marti",73,"la Verneda i la Pau",343200,"Santander / Trajana                               ","0042 0042",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","No respectar distancies",10,"No","Desconegut                                                                                                                                            ","No",2.203003786,41.428570514
"2023S004103    ","No","Si","En missió","Home",31,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Rebutja assistència sanitària","Ferit lleu","Rebutja assistencia sanitaria",2023,7,"Juliol","Estiu",7,"Divendres",11,"Matí","Si","Si",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat / Londres                               ","0305 0305",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Canvi de carril sense precaucio",13,"No","Desconegut                                                                                                                                            ","No",2.144894456,41.389039686
"2023S004104    ","No","Si","En missió","Home",26,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",7,"Divendres",8,"Matí","Si","Si",7,"Horta-Guinardo",40,"Montbau",701267,"B-20 (Llobregat)                                  ","001150000",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","No respectar distancies",3,"Si","Desconegut                                                                                                                                            ","No",2.145891876,41.432296778
"2023S004106    ","Si","Si","Es desconeix","Home",72,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",13,"Matí","Si","Si",5,"Sarria-Sant Gervasi",26,"Sant Gervasi - Galvany",344101,"Gràcia                                            ","0050 0050",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","No respectat pas de vianants",16,"No","Desconegut                                                                                                                                            ","No",2.14905215,41.395640383
"2023S004109    ","Si","Si","Es desconeix","Home",62,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",11,"Matí","Si","Si",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / València                              ","0094 0094",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","No respectar distancies",35,"No","Desconegut                                                                                                                                            ","No",2.170897011,41.398392104
"2023S004109    ","Si","Si","Es desconeix","Home",58,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",11,"Matí","Si","Si",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan / València                              ","0094 0094",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","No respectar distancies",35,"No","Desconegut                                                                                                                                            ","No",2.170897011,41.398392104
"2023S004113    ","Si","Si","Es desconeix","Dona",75,"Conductors majors de 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",15,"Tarda","Si","Si",5,"Sarria-Sant Gervasi",25,"Sant Gervasi - la Bonanova",701629,"Isaac Newton                                      ","0008 0008",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",1,"Si",0,"No","Manca atencio a la conduccio",56,"No","Desconegut                                                                                                                                            ","No",2.12791863,41.41111665
"2023S004114    ","Si","No","Es desconeix","Home",22,"Conductors fins 29 anys edat","Conductor","Veh. mobilitat personal amb motor","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",17,"Tarda","Si","No",8,"Nou Barris",52,"la Prosperitat",127205,"Flor de Neu / Palamós                             ","0041X0041X",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","Manca atencio a la conduccio",44,"No","Desconegut                                                                                                                                            ","No",2.184348167,41.444746598
"2023S004116    ","Si","Si","Es desconeix","Home",40,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",16,"Tarda","Si","Si",4,"Les Corts",21,"Pedralbes",248108,"B-20 (Besòs)                                      ","0011 0011",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",13,"No","Desconegut                                                                                                                                            ","No",2.109504322,41.393429037
"2023S004118    ","Si","No","Es desconeix","Home",56,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit greu: hospitalització superior a 24h","Ferit greu","Hospitalitzacio superior a 24h",2023,7,"Juliol","Estiu",7,"Divendres",20,"Tarda","Si","No",5,"Sarria-Sant Gervasi",23,"Sarrià",320908,"Sarrià a Vallvidrera                              ","0115 0115",3,"Si",0,"No",3,"Si",0,"No",3,"Si",2,"Si",1,"Si",0,"No",0,"No","Avancament defectuos/improcedent",14,"No","Desconegut                                                                                                                                            ","No",2.107485725,41.407730985
"2023S004118    ","Si","No","Es desconeix","Home",46,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit greu: hospitalització superior a 24h","Ferit greu","Hospitalitzacio superior a 24h",2023,7,"Juliol","Estiu",7,"Divendres",20,"Tarda","Si","No",5,"Sarria-Sant Gervasi",23,"Sarrià",320908,"Sarrià a Vallvidrera                              ","0115 0115",3,"Si",0,"No",3,"Si",0,"No",3,"Si",2,"Si",1,"Si",0,"No",0,"No","Avancament defectuos/improcedent",14,"No","Desconegut                                                                                                                                            ","No",2.107485725,41.407730985
"2023S004119    ","No","No","Oci i entreteniment","Dona",47,"Conductors d'entre 38 i 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",7,"Divendres",18,"Tarda","Si","No",4,"Les Corts",19,"les Corts",231502,"Numància                                          ","0191 0199",2,"Si",0,"No",0,"No",2,"Si",3,"Si",0,"No",2,"Si",1,"Si",0,"No","No respectar distancies",6,"No","Desconegut                                                                                                                                            ","No",2.131041092,41.390870341
"2023S004119    ","No","No","Oci i entreteniment","Dona",56,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",18,"Tarda","Si","No",4,"Les Corts",19,"les Corts",231502,"Numància                                          ","0191 0199",2,"Si",0,"No",0,"No",2,"Si",3,"Si",0,"No",2,"Si",1,"Si",0,"No","No respectar distancies",6,"No","Desconegut                                                                                                                                            ","No",2.131041092,41.390870341
"2023S004120    ","No","No","Oci i entreteniment","Dona",26,"Conductors fins 29 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",19,"Tarda","Si","No",10,"Sant Marti",68,"el Poblenou",700654,"Litoral                                           ","0074 0084",4,"Si",0,"No",0,"No",4,"Si",3,"Si",0,"No",1,"Si",0,"No",0,"No","No respectar distancies",34,"No","Desconegut                                                                                                                                            ","No",2.208720327,41.397421129
"2023S004121    ","Si","No","Es desconeix","Home",23,"Conductors fins 29 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",7,"Divendres",17,"Tarda","Si","No",2,"Eixample",5,"el Fort Pienc",305100,"Casp / Sant Joan                                  ","0050 0050",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca precaucio incorporacio circulacio",2,"Si","Desconegut                                                                                                                                            ","No",2.176806984,41.393924444
"2023S004122    ","Si","No","Es desconeix","Dona",39,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",7,"Divendres",19,"Tarda","Si","No",8,"Nou Barris",49,"Canyelles",120807,"Favència / Caçador                                ","0041 0045",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",2,"Si",0,"No","Gir indegut o sense precaucio",18,"No","Desconegut                                                                                                                                            ","No",2.166573355,41.441556316
"2023S004123    ","No","No","Oci i entreteniment","Home",23,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",7,"Divendres",19,"Tarda","Si","No",4,"Les Corts",19,"les Corts",199909,"Berlín / Josep Tarradellas                        ","0099X0099X",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","Desobeir altres senyals",2,"Si","Desconegut                                                                                                                                            ","No",2.142617747,41.385492712
"2023S004124    ","No","No","Oci i entreteniment","Home",22,"Conductors fins 29 anys edat","Conductor","Veh. mobilitat personal amb motor","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",18,"Tarda","Si","No",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes / Comte d'Urgell                  ","0522 0522",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",0,"No","Desobeir altres senyals",18,"No","Desconegut                                                                                                                                            ","No",2.15856054,41.382133946
"2023S004125    ","No","No","Oci i entreteniment","Home",44,"Conductors d'entre 38 i 49 anys edat","Conductor","Tot terreny","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",4,"Nit","No","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",700892,"B-10 (Besòs)                                      ","0099X0099X",1,"No",0,"No",0,"No",1,"Si",1,"No",0,"No",1,"Si",0,"No",0,"No","Manca atencio a la conduccio",24,"No","Desconegut                                                                                                                                            ","No",2.221567653,41.409605601
"2023S004128    ","No","No","Oci i entreteniment","Home",31,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",21,"Tarda","Si","No",6,"Gracia",31,"la Vila de Gràcia",90502,"Còrsega / Pau Claris                              ","0337 0337",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",0,"No",2,"Si","Desobeir altres senyals",4,"Si","Desconegut                                                                                                                                            ","No",2.160800055,41.39763448
"2023S004130    ","No","Si","In itínere","Home",29,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",7,"Divendres",20,"Tarda","Si","No",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova / Còrsega                                ","0168 0168",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",0,"No",2,"Si",0,"No","Gir indegut o sense precaucio",7,"No","Desconegut                                                                                                                                            ","No",2.151664673,41.390759935
"2023S004131    ","Si","No","Es desconeix","Home",29,"Conductors entre 30 i 37 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",9,"Matí","No","No",7,"Horta-Guinardo",33,"el Baix Guinardó",197302,"Marina                                            ","0347 0349",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","Avancament defectuos/improcedent",5,"No","Desconegut                                                                                                                                            ","No",2.167858735,41.409373566
"2023S004132    ","No","No","Oci i entreteniment","Dona",41,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",10,"Matí","No","No",3,"Sants-Montjuic",17,"Sants - Badal",187207,"Madrid                                            ","0122 0126",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Canvi de carril sense precaucio",15,"No","Desconegut                                                                                                                                            ","No",2.128761632,41.379009495
"2023S004133    ","No","Si","In itínere","Home",35,"Conductors entre 30 i 37 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",14,"Tarda","No","No",9,"Sant Andreu",57,"la Trinitat Vella",701501,"B-20 (Llobregat)                                  ","001630000",1,"No",0,"No",0,"No",1,"Si",3,"Si",0,"No",0,"No",1,"Si",2,"Si","Canvi de carril sense precaucio",5,"No","Desconegut                                                                                                                                            ","No",2.193146846,41.447285914
"2023S004134    ","No","No","Oci i entreteniment","Home",25,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",8,"Dissabte",12,"Matí","No","No",4,"Les Corts",19,"les Corts",231502,"Numància                                          ","0115X0115X",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",1,"Si",0,"No","Canvi de carril sense precaucio",7,"No","Desconegut                                                                                                                                            ","No",2.136213439,41.385609057
"2023S004135    ","Si","No","Es desconeix","Home",25,"Conductors fins 29 anys edat","Conductor","Bicicleta","Vehicles sense permis de conduccio","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",8,"Dissabte",12,"Matí","No","No",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Vilamarí / Corts Catalanes                        ","0407 0409",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","Gir indegut o sense precaucio",7,"No","Desconegut                                                                                                                                            ","No",2.15177921,41.37704106
"2023S004137    ","No","No","Oci i entreteniment","Dona",19,"Conductors fins 29 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Rebutja assistència sanitària","Ferit lleu","Rebutja assistencia sanitaria",2023,7,"Juliol","Estiu",8,"Dissabte",18,"Tarda","No","No",8,"Nou Barris",52,"la Prosperitat",351708,"Pablo Iglesias                                    ","0062 0064",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",1,"Si",0,"No","Manca precaucio incorporacio circulacio",1,"Si","Desconegut                                                                                                                                            ","No",2.182244761,41.444095121
"2023S004138    ","No","No","Oci i entreteniment","Dona",42,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",8,"Dissabte",19,"Tarda","No","No",2,"Eixample",7,"la Dreta de l'Eixample",250904,"Pelai                                             ","0015S0015S",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca precaucio incorporacio circulacio",2,"Si","Desconegut                                                                                                                                            ","No",2.168602798,41.385476439
"2023S004139    ","Si","No","Es desconeix","Dona",50,"Conductors d'entre 38 i 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",20,"Tarda","No","No",5,"Sarria-Sant Gervasi",26,"Sant Gervasi - Galvany",214401,"Molina                                            ","9999 9999",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Manca atencio a la conduccio",19,"No","Desconegut                                                                                                                                            ","No",2.147544656,41.400965997
"2023S004140    ","Si","No","Es desconeix","Home",57,"Conductors majors de 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Rebutja assistència sanitària","Ferit lleu","Rebutja assistencia sanitaria",2023,7,"Juliol","Estiu",8,"Dissabte",19,"Tarda","No","No",2,"Eixample",7,"la Dreta de l'Eixample",169409,"Corts Catalanes                                   ","0629B0629B",3,"Si",0,"No",0,"No",3,"Si",3,"Si",0,"No",2,"Si",0,"No",1,"Si","No respectar distancies",35,"No","Desconegut                                                                                                                                            ","No",2.170833127,41.391016743
"2023S004141    ","No","No","Oci i entreteniment","Home",53,"Conductors majors de 49 anys edat","Conductor","Motocicleta","Vehicles motoritzats de 2 rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",19,"Tarda","No","No",1,"Ciutat Vella",3,"la Barceloneta",700813,"Doctor Aiguader                                   ","0080 0080",2,"Si",0,"No",0,"No",2,"Si",2,"Si",0,"No",2,"Si",0,"No",0,"No","Canvi de carril sense precaucio",25,"No","Desconegut                                                                                                                                            ","No",2.192759101,41.384766828
"2023S004143    ","No","Si","Taxi","Home",46,"Conductors d'entre 38 i 49 anys edat","Conductor","Taxi","Vehicles Us Professional","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",23,"Nit","No","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)                                   ","0024S0000",6,"Si",0,"No",0,"No",6,"Si",5,"Si",0,"No",3,"Si",1,"Si",1,"Si","Manca atencio a la conduccio",2,"Si","Desconegut                                                                                                                                            ","No",2.213901191,41.402701239
"2023S004143    ","No","Si","Taxi","Home",52,"Conductors majors de 49 anys edat","Conductor","Taxi","Vehicles Us Professional","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",23,"Nit","No","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)                                   ","0024S0000",6,"Si",0,"No",0,"No",6,"Si",5,"Si",0,"No",3,"Si",1,"Si",1,"Si","Manca atencio a la conduccio",2,"Si","Desconegut                                                                                                                                            ","No",2.213901191,41.402701239
"2023S004143    ","No","No","Oci i entreteniment","Home",20,"Conductors fins 29 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",8,"Dissabte",23,"Nit","No","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)                                   ","0024S0000",6,"Si",0,"No",0,"No",6,"Si",5,"Si",0,"No",3,"Si",1,"Si",1,"Si","Manca atencio a la conduccio",2,"Si","Desconegut                                                                                                                                            ","No",2.213901191,41.402701239
"2023S004144    ","No","Si","En missió","Home",46,"Conductors d'entre 38 i 49 anys edat","Conductor","Taxi","Vehicles Us Professional","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",9,"Diumenge",2,"Nit","No","No",1,"Ciutat Vella",3,"la Barceloneta",701266,"Salvador Espriu                                   ","000880000",7,"Si",0,"No",0,"No",7,"Si",2,"Si",0,"No",0,"No",1,"Si",0,"No","Manca atencio a la conduccio",13,"No","Desconegut                                                                                                                                            ","No",2.195089986,41.387718518
"2023S004146    ","No","No","Oci i entreteniment","Dona",25,"Conductors fins 29 anys edat","Conductor","Veh. mobilitat personal amb motor","Vehicles sense permis de conduccio","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",8,"Dissabte",21,"Tarda","No","No",9,"Sant Andreu",63,"Navas",121402,"Felip II                                          ","0037 0037",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",0,"No",0,"No",1,"Si","Gir indegut o sense precaucio",47,"No","Desconegut                                                                                                                                            ","No",2.189638193,41.418115382
"2023S004147    ","No","No","Oci i entreteniment","Home",49,"Conductors d'entre 38 i 49 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",9,"Diumenge",1,"Nit","No","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)                                   ","0024S0000",3,"Si",0,"No",0,"No",3,"Si",4,"Si",0,"No",2,"Si",0,"No",2,"Si","Manca atencio a la conduccio",3,"Si","Desconegut                                                                                                                                            ","No",2.215527174,41.403942213
"2023S004147    ","No","No","Oci i entreteniment","Home",30,"Conductors entre 30 i 37 anys edat","Conductor","Turisme","Vehicles motoritzats de quatre rodes","Ferit lleu: Hospitalització fins a 24h","Ferit lleu","Hospitalitzacio fins a 24h",2023,7,"Juliol","Estiu",9,"Diumenge",1,"Nit","No","No",10,"Sant Marti",69,"Diagonal Mar i el Front Marítim del Poblenou",701265,"Litoral (Besòs)                                   ","0024S0000",3,"Si",0,"No",0,"No",3,"Si",4,"Si",0,"No",2,"Si",0,"No",2,"Si","Manca atencio a la conduccio",3,"Si","Desconegut                                                                                                                                            ","No",2.215527174,41.403942213
"2023S004150    ","No","Si","In itínere","Home",40,"Conductors d'entre 38 i 49 anys edat","Conductor","Ciclomotor","Vehicles motoritzats de 2 rodes","Ferit lleu: Amb assistència sanitària en lloc d'accident","Ferit lleu","Amb assistencia sanitaria en lloc accident",2023,7,"Juliol","Estiu",8,"Dissabte",21,"Tarda","No","No",9,"Sant Andreu",59,"el Bon Pastor",295709,"Sant Adrià / Biosca                               ","0149 0149",1,"No",0,"No",0,"No",1,"Si",2,"Si",0,"No",1,"Si",0,"No",1,"Si","Gir indegut o sense precaucio",2,"Si","Desconegut                                                                                                                                            ","No",2.206905002,41.436455925
